age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income
35.00,Private,HS-grad,9.00,Never-married,Machine-op-inspct,Own-child,White,Male,40.00,<=50K
36.00,Private,HS-grad,9.00,Never-married,Other-service,Not-in-family,White,Female,40.00,<=50K
34.00,Local-gov,Masters,14.00,Never-married,Prof-specialty,Not-in-family,White,Female,40.00,<=50K
48.00,Private,Some-college,10.00,Married-civ-spouse,Other-service,Husband,White,Male,40.00,>50K
53.00,Private,HS-grad,9.00,Divorced,Adm-clerical,Not-in-family,White,Female,40.00,<=50K
49.00,State-gov,Prof-school,15.00,Divorced,Exec-managerial,Not-in-family,White,Female,40.00,<=50K
30.00,?,Some-college,10.00,Married-civ-spouse,?,Husband,White,Male,40.00,<=50K
41.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
25.00,Private,Some-college,10.00,Never-married,Other-service,Own-child,White,Female,40.00,<=50K
24.00,Private,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,White,Male,65.00,<=50K
34.00,Private,HS-grad,9.00,Never-married,Craft-repair,Own-child,White,Male,40.00,<=50K
29.00,Private,HS-grad,9.00,Never-married,Craft-repair,Unmarried,White,Female,42.00,<=50K
23.00,Private,Bachelors,13.00,Never-married,Tech-support,Not-in-family,Black,Female,45.00,<=50K
46.00,Private,Some-college,10.00,Separated,Sales,Not-in-family,White,Male,42.00,<=50K
20.00,Private,Some-college,10.00,Never-married,Other-service,Own-child,White,Female,15.00,<=50K
63.00,Private,12th,8.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
33.00,Private,Assoc-acdm,12.00,Divorced,Prof-specialty,Not-in-family,White,Male,50.00,<=50K
24.00,Federal-gov,Some-college,10.00,Never-married,Adm-clerical,Own-child,Black,Female,40.00,<=50K
36.00,Private,Some-college,10.00,Never-married,Other-service,Own-child,White,Male,45.00,<=50K
25.00,Private,HS-grad,9.00,Never-married,Prof-specialty,Own-child,White,Male,40.00,<=50K
54.00,Local-gov,9th,5.00,Married-civ-spouse,Other-service,Husband,White,Male,40.00,<=50K
50.00,Self-emp-not-inc,Bachelors,13.00,Divorced,Sales,Not-in-family,White,Male,50.00,<=50K
58.00,State-gov,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,<=50K
17.00,Private,11th,7.00,Never-married,Other-service,Own-child,White,Male,20.00,<=50K
27.00,Private,Bachelors,13.00,Never-married,Sales,Own-child,White,Male,40.00,<=50K
20.00,Private,HS-grad,9.00,Separated,Sales,Own-child,White,Female,26.00,<=50K
22.00,Private,11th,7.00,Married-civ-spouse,Craft-repair,Husband,White,Male,35.00,<=50K
80.00,Self-emp-not-inc,11th,7.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,25.00,<=50K
52.00,Private,HS-grad,9.00,Divorced,Transport-moving,Not-in-family,White,Male,45.00,<=50K
48.00,Private,10th,6.00,Separated,Machine-op-inspct,Own-child,White,Female,48.00,<=50K
62.00,Private,HS-grad,9.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,25.00,<=50K
32.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Tech-support,Husband,White,Male,42.00,>50K
21.00,?,Some-college,10.00,Never-married,?,Not-in-family,White,Female,28.00,<=50K
58.00,Federal-gov,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
37.00,Self-emp-not-inc,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
29.00,Self-emp-inc,Doctorate,16.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,35.00,>50K
25.00,Private,HS-grad,9.00,Never-married,Other-service,Not-in-family,White,Male,40.00,<=50K
26.00,Private,Some-college,10.00,Never-married,Machine-op-inspct,Own-child,White,Male,40.00,<=50K
50.00,Private,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,50.00,<=50K
30.00,Federal-gov,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
30.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,80.00,<=50K
59.00,Private,HS-grad,9.00,Widowed,Other-service,Not-in-family,White,Female,10.00,<=50K
36.00,Private,HS-grad,9.00,Never-married,Handlers-cleaners,Own-child,White,Male,40.00,<=50K
37.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
42.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Wife,White,Female,40.00,>50K
34.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,Black,Male,45.00,>50K
27.00,Self-emp-not-inc,9th,5.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
39.00,Private,Bachelors,13.00,Married-civ-spouse,Tech-support,Husband,White,Male,50.00,>50K
41.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,<=50K
50.00,Private,Some-college,10.00,Divorced,Adm-clerical,Unmarried,Black,Female,40.00,<=50K
18.00,Private,HS-grad,9.00,Never-married,Handlers-cleaners,Other-relative,White,Female,28.00,<=50K
23.00,Private,Bachelors,13.00,Never-married,Exec-managerial,Own-child,White,Female,15.00,<=50K
26.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,48.00,<=50K
27.00,Private,Some-college,10.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,88.00,<=50K
21.00,Private,10th,6.00,Never-married,Handlers-cleaners,Not-in-family,Other,Male,40.00,<=50K
41.00,Private,HS-grad,9.00,Married-civ-spouse,Other-service,Husband,White,Male,40.00,<=50K
42.00,Self-emp-not-inc,Assoc-acdm,12.00,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,35.00,<=50K
25.00,Private,10th,6.00,Never-married,Machine-op-inspct,Own-child,White,Male,40.00,<=50K
43.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
23.00,Private,Some-college,10.00,Never-married,Handlers-cleaners,Own-child,White,Male,15.00,<=50K
23.00,Private,Some-college,10.00,Never-married,Sales,Own-child,Black,Male,9.00,<=50K
18.00,Private,11th,7.00,Never-married,Other-service,Not-in-family,White,Female,20.00,<=50K
37.00,Private,Bachelors,13.00,Never-married,Exec-managerial,Not-in-family,White,Male,50.00,<=50K
36.00,Private,Some-college,10.00,Never-married,Craft-repair,Not-in-family,White,Male,40.00,<=50K
36.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
23.00,Private,HS-grad,9.00,Never-married,Sales,Own-child,White,Male,35.00,<=50K
55.00,Private,HS-grad,9.00,Divorced,Adm-clerical,Not-in-family,White,Female,40.00,<=50K
42.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.00,<=50K
22.00,Private,HS-grad,9.00,Never-married,Adm-clerical,Own-child,Black,Female,38.00,<=50K
42.00,Local-gov,Some-college,10.00,Married-civ-spouse,Transport-moving,Husband,White,Male,40.00,<=50K
21.00,Private,HS-grad,9.00,Never-married,Adm-clerical,Unmarried,White,Male,40.00,<=50K
25.00,Private,Assoc-acdm,12.00,Divorced,Adm-clerical,Not-in-family,Black,Female,45.00,<=50K
31.00,Private,1st-4th,2.00,Separated,Handlers-cleaners,Unmarried,White,Male,35.00,<=50K
42.00,Private,Some-college,10.00,Divorced,Craft-repair,Not-in-family,White,Male,38.00,<=50K
26.00,Private,9th,5.00,Married-civ-spouse,Craft-repair,Husband,White,Male,20.00,<=50K
34.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,<=50K
51.00,Private,Bachelors,13.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.00,<=50K
45.00,Local-gov,Masters,14.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,45.00,>50K
44.00,Private,Some-college,10.00,Married-civ-spouse,Transport-moving,Husband,White,Male,50.00,>50K
47.00,?,7th-8th,4.00,Married-civ-spouse,?,Husband,White,Male,10.00,<=50K
35.00,Private,Some-college,10.00,Married-spouse-absent,Farming-fishing,Own-child,White,Male,40.00,<=50K
46.00,Private,7th-8th,4.00,Married-civ-spouse,Transport-moving,Husband,White,Male,40.00,<=50K
46.00,Private,Assoc-acdm,12.00,Never-married,Tech-support,Not-in-family,White,Male,56.00,<=50K
46.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,53.00,>50K
66.00,Self-emp-not-inc,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,8.00,>50K
34.00,State-gov,HS-grad,9.00,Separated,Adm-clerical,Unmarried,White,Female,20.00,<=50K
26.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,<=50K
29.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,>50K
30.00,Private,HS-grad,9.00,Never-married,Other-service,Not-in-family,Black,Male,40.00,<=50K
23.00,Private,Bachelors,13.00,Never-married,Adm-clerical,Own-child,White,Female,40.00,<=50K
46.00,Private,9th,5.00,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40.00,<=50K
44.00,?,10th,6.00,Married-civ-spouse,?,Husband,White,Male,40.00,<=50K
54.00,Private,Masters,14.00,Married-civ-spouse,Sales,Husband,White,Male,68.00,>50K
54.00,Self-emp-not-inc,7th-8th,4.00,Married-civ-spouse,Farming-fishing,Husband,White,Male,60.00,<=50K
71.00,Private,9th,5.00,Widowed,Sales,Unmarried,White,Female,13.00,<=50K
51.00,Private,12th,8.00,Married-civ-spouse,Craft-repair,Husband,White,Male,45.00,<=50K
32.00,Private,HS-grad,9.00,Never-married,Craft-repair,Not-in-family,White,Male,40.00,<=50K
57.00,Private,11th,7.00,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40.00,<=50K
34.00,Private,9th,5.00,Never-married,Craft-repair,Not-in-family,White,Male,40.00,<=50K
21.00,Private,HS-grad,9.00,Never-married,Exec-managerial,Own-child,White,Female,40.00,<=50K
50.00,Private,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
32.00,Private,Assoc-voc,11.00,Never-married,Craft-repair,Not-in-family,White,Male,44.00,<=50K
37.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,50.00,>50K
19.00,Private,7th-8th,4.00,Married-civ-spouse,Craft-repair,Husband,White,Male,99.00,<=50K
64.00,Private,HS-grad,9.00,Widowed,Adm-clerical,Not-in-family,White,Female,30.00,<=50K
17.00,Private,11th,7.00,Never-married,Other-service,Own-child,Black,Male,20.00,<=50K
37.00,Private,Assoc-voc,11.00,Married-civ-spouse,Other-service,Husband,White,Male,40.00,<=50K
20.00,Private,Some-college,10.00,Never-married,Other-service,Own-child,Black,Male,20.00,<=50K
18.00,Private,12th,8.00,Never-married,Handlers-cleaners,Own-child,White,Male,40.00,<=50K
42.00,Private,Bachelors,13.00,Married-civ-spouse,Adm-clerical,Husband,White,Male,55.00,>50K
53.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,60.00,>50K
52.00,Private,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,<=50K
51.00,Private,10th,6.00,Never-married,Farming-fishing,Own-child,White,Male,40.00,<=50K
77.00,Self-emp-inc,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,8.00,<=50K
38.00,Local-gov,Some-college,10.00,Never-married,Prof-specialty,Own-child,White,Male,40.00,<=50K
20.00,Private,HS-grad,9.00,Never-married,Other-service,Not-in-family,White,Male,40.00,<=50K
23.00,Private,HS-grad,9.00,Never-married,Craft-repair,Not-in-family,White,Male,30.00,<=50K
27.00,Private,HS-grad,9.00,Never-married,Adm-clerical,Own-child,White,Female,40.00,<=50K
19.00,Private,11th,7.00,Never-married,Other-service,Own-child,White,Female,40.00,<=50K
41.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
47.00,Federal-gov,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40.00,<=50K
36.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
42.00,Self-emp-inc,Masters,14.00,Married-civ-spouse,Farming-fishing,Husband,White,Male,60.00,>50K
24.00,Private,Bachelors,13.00,Never-married,Adm-clerical,Own-child,White,Female,40.00,<=50K
22.00,Private,HS-grad,9.00,Never-married,Handlers-cleaners,Own-child,White,Male,40.00,<=50K
29.00,Private,1st-4th,2.00,Married-civ-spouse,Other-service,Husband,White,Male,40.00,<=50K
24.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Own-child,White,Male,20.00,<=50K
41.00,Private,Some-college,10.00,Married-civ-spouse,Adm-clerical,Husband,White,Male,45.00,>50K
29.00,Private,HS-grad,9.00,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,40.00,<=50K
36.00,Private,HS-grad,9.00,Divorced,Craft-repair,Own-child,White,Male,40.00,<=50K
78.00,Self-emp-inc,HS-grad,9.00,Widowed,Sales,Not-in-family,White,Male,45.00,>50K
34.00,State-gov,Some-college,10.00,Separated,Exec-managerial,Own-child,White,Female,40.00,<=50K
20.00,?,Some-college,10.00,Never-married,?,Own-child,White,Female,40.00,<=50K
24.00,Private,12th,8.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
36.00,Federal-gov,Assoc-voc,11.00,Married-civ-spouse,Tech-support,Husband,White,Male,40.00,<=50K
49.00,Private,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,44.00,<=50K
21.00,Private,9th,5.00,Never-married,Transport-moving,Own-child,White,Male,40.00,<=50K
51.00,Private,Assoc-acdm,12.00,Separated,Other-service,Not-in-family,Black,Female,40.00,<=50K
30.00,Private,HS-grad,9.00,Married-civ-spouse,Tech-support,Husband,White,Male,40.00,<=50K
37.00,Private,HS-grad,9.00,Never-married,Craft-repair,Not-in-family,White,Male,40.00,<=50K
30.00,Private,Assoc-voc,11.00,Never-married,Adm-clerical,Not-in-family,White,Female,40.00,<=50K
46.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
24.00,Local-gov,HS-grad,9.00,Never-married,Other-service,Own-child,White,Male,40.00,<=50K
32.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,42.00,>50K
36.00,Private,Some-college,10.00,Divorced,Prof-specialty,Not-in-family,White,Male,50.00,<=50K
30.00,Private,11th,7.00,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,40.00,<=50K
60.00,State-gov,Some-college,10.00,Married-civ-spouse,Transport-moving,Husband,White,Male,40.00,<=50K
56.00,Local-gov,Some-college,10.00,Divorced,Exec-managerial,Not-in-family,White,Female,40.00,<=50K
57.00,Private,11th,7.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.00,<=50K
61.00,Federal-gov,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Wife,White,Female,40.00,<=50K
50.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,>50K
56.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,48.00,<=50K
26.00,Private,Some-college,10.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,<=50K
56.00,Self-emp-not-inc,11th,7.00,Married-civ-spouse,Other-service,Wife,White,Female,40.00,<=50K
45.00,Private,11th,7.00,Widowed,Other-service,Unmarried,White,Female,40.00,<=50K
28.00,Private,Assoc-acdm,12.00,Never-married,Exec-managerial,Not-in-family,White,Male,65.00,>50K
45.00,Self-emp-not-inc,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,40.00,<=50K
58.00,Private,9th,5.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.00,<=50K
23.00,Private,Bachelors,13.00,Never-married,Exec-managerial,Own-child,White,Female,40.00,<=50K
49.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,>50K
19.00,Private,Some-college,10.00,Never-married,Sales,Own-child,White,Female,25.00,<=50K
22.00,Private,HS-grad,9.00,Never-married,Other-service,Own-child,White,Male,40.00,<=50K
23.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50.00,<=50K
40.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,25.00,<=50K
55.00,Federal-gov,Bachelors,13.00,Never-married,Prof-specialty,Not-in-family,White,Female,40.00,<=50K
34.00,State-gov,Assoc-voc,11.00,Never-married,Prof-specialty,Not-in-family,White,Female,40.00,<=50K
21.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40.00,<=50K
28.00,Private,HS-grad,9.00,Never-married,Other-service,Own-child,White,Female,40.00,<=50K
43.00,Federal-gov,Bachelors,13.00,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Male,40.00,<=50K
17.00,Private,9th,5.00,Never-married,Transport-moving,Not-in-family,White,Male,20.00,<=50K
51.00,Self-emp-not-inc,10th,6.00,Widowed,Transport-moving,Other-relative,White,Female,40.00,<=50K
37.00,Private,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
54.00,Self-emp-inc,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,50.00,>50K
24.00,Private,Bachelors,13.00,Never-married,Sales,Not-in-family,White,Male,30.00,<=50K
35.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,>50K
23.00,Private,Assoc-voc,11.00,Never-married,Machine-op-inspct,Own-child,White,Male,40.00,<=50K
24.00,Private,HS-grad,9.00,Never-married,Priv-house-serv,Not-in-family,White,Female,45.00,<=50K
24.00,Private,Assoc-voc,11.00,Never-married,Adm-clerical,Own-child,White,Female,20.00,<=50K
34.00,Private,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,Male,40.00,>50K
45.00,Private,HS-grad,9.00,Divorced,Adm-clerical,Not-in-family,White,Female,40.00,<=50K
36.00,Private,11th,7.00,Never-married,Craft-repair,Own-child,White,Male,40.00,<=50K
33.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
21.00,Private,HS-grad,9.00,Never-married,Other-service,Own-child,White,Female,20.00,<=50K
32.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
22.00,Private,5th-6th,3.00,Never-married,Farming-fishing,Other-relative,White,Male,40.00,<=50K
53.00,Private,HS-grad,9.00,Married-civ-spouse,Tech-support,Husband,White,Male,40.00,>50K
36.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.00,<=50K
22.00,Private,Bachelors,13.00,Never-married,Sales,Own-child,White,Male,40.00,<=50K
47.00,Private,HS-grad,9.00,Married-civ-spouse,Protective-serv,Wife,Black,Female,40.00,<=50K
25.00,?,Some-college,10.00,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,20.00,<=50K
30.00,Private,HS-grad,9.00,Divorced,Machine-op-inspct,Unmarried,White,Female,20.00,<=50K
49.00,?,HS-grad,9.00,Widowed,?,Not-in-family,Black,Female,40.00,<=50K
23.00,Private,Some-college,10.00,Never-married,Sales,Own-child,White,Male,40.00,<=50K
40.00,Private,10th,6.00,Separated,Transport-moving,Own-child,White,Male,35.00,<=50K
45.00,Local-gov,Assoc-acdm,12.00,Divorced,Tech-support,Own-child,White,Male,40.00,<=50K
61.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,42.00,<=50K
35.00,Private,HS-grad,9.00,Divorced,Exec-managerial,Unmarried,White,Female,55.00,<=50K
20.00,Private,Some-college,10.00,Never-married,Other-service,Own-child,White,Female,25.00,<=50K
27.00,Private,10th,6.00,Never-married,Adm-clerical,Own-child,White,Male,60.00,<=50K
23.00,Private,HS-grad,9.00,Never-married,Adm-clerical,Own-child,White,Female,40.00,<=50K
25.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,<=50K
65.00,Local-gov,Some-college,10.00,Widowed,Adm-clerical,Not-in-family,White,Female,35.00,<=50K
25.00,Private,HS-grad,9.00,Never-married,Adm-clerical,Unmarried,Black,Female,40.00,<=50K
45.00,Private,Bachelors,13.00,Divorced,Adm-clerical,Unmarried,White,Female,40.00,<=50K
67.00,Private,HS-grad,9.00,Widowed,Sales,Not-in-family,White,Female,32.00,<=50K
40.00,Private,HS-grad,9.00,Widowed,Machine-op-inspct,Unmarried,White,Female,40.00,<=50K
51.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
35.00,Private,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,Male,60.00,<=50K
28.00,Private,Some-college,10.00,Never-married,Sales,Not-in-family,White,Male,40.00,<=50K
44.00,Private,HS-grad,9.00,Divorced,Handlers-cleaners,Not-in-family,White,Female,48.00,<=50K
37.00,Private,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,White,Male,50.00,>50K
54.00,Private,Some-college,10.00,Married-civ-spouse,Transport-moving,Husband,White,Male,45.00,>50K
33.00,Federal-gov,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.00,>50K
46.00,Private,HS-grad,9.00,Divorced,Exec-managerial,Not-in-family,White,Female,40.00,<=50K
49.00,Private,Masters,14.00,Married-civ-spouse,Sales,Husband,White,Male,50.00,>50K
51.00,Private,HS-grad,9.00,Divorced,Sales,Not-in-family,White,Male,45.00,<=50K
27.00,Private,HS-grad,9.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.00,<=50K
36.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.00,<=50K
24.00,Private,Some-college,10.00,Never-married,Sales,Own-child,White,Female,15.00,<=50K
66.00,?,Assoc-voc,11.00,Widowed,?,Not-in-family,White,Female,40.00,<=50K
31.00,Private,HS-grad,9.00,Never-married,Other-service,Own-child,White,Female,38.00,<=50K
35.00,Federal-gov,Doctorate,16.00,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,60.00,>50K
50.00,Private,Some-college,10.00,Married-civ-spouse,Protective-serv,Husband,Black,Male,70.00,>50K
43.00,Self-emp-inc,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,50.00,<=50K
21.00,Private,9th,5.00,Never-married,Craft-repair,Own-child,White,Male,30.00,<=50K
33.00,Private,9th,5.00,Never-married,Other-service,Not-in-family,White,Male,45.00,<=50K
22.00,Private,HS-grad,9.00,Never-married,Priv-house-serv,Own-child,White,Female,36.00,<=50K
29.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40.00,<=50K
42.00,Self-emp-not-inc,Assoc-voc,11.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,<=50K
28.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,50.00,<=50K
36.00,Private,HS-grad,9.00,Never-married,Prof-specialty,Not-in-family,White,Female,38.00,<=50K
66.00,Local-gov,HS-grad,9.00,Widowed,Other-service,Not-in-family,White,Female,25.00,<=50K
44.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,20.00,<=50K
45.00,Local-gov,Some-college,10.00,Divorced,Adm-clerical,Unmarried,Black,Female,40.00,<=50K
49.00,Private,HS-grad,9.00,Divorced,Other-service,Own-child,Black,Female,40.00,<=50K
36.00,Private,Bachelors,13.00,Divorced,Prof-specialty,Unmarried,White,Female,45.00,<=50K
48.00,Private,11th,7.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60.00,<=50K
19.00,Private,HS-grad,9.00,Never-married,Transport-moving,Own-child,White,Male,40.00,<=50K
36.00,Private,Bachelors,13.00,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.00,>50K
41.00,Private,Masters,14.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.00,>50K
32.00,Private,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,50.00,<=50K
49.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,>50K
51.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Exec-managerial,Wife,White,Female,40.00,<=50K
20.00,Private,Some-college,10.00,Divorced,Other-service,Own-child,White,Female,29.00,<=50K
39.00,Private,Bachelors,13.00,Never-married,Adm-clerical,Own-child,White,Female,40.00,<=50K
38.00,Private,HS-grad,9.00,Married-civ-spouse,Tech-support,Husband,White,Male,40.00,>50K
19.00,Private,Some-college,10.00,Never-married,Other-service,Own-child,White,Female,25.00,<=50K
29.00,Local-gov,Bachelors,13.00,Never-married,Handlers-cleaners,Own-child,White,Male,40.00,<=50K
52.00,Self-emp-inc,HS-grad,9.00,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40.00,>50K
22.00,Private,Assoc-voc,11.00,Never-married,Craft-repair,Not-in-family,White,Male,44.00,<=50K
44.00,Self-emp-inc,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,80.00,<=50K
43.00,Private,HS-grad,9.00,Divorced,Craft-repair,Not-in-family,White,Male,40.00,<=50K
63.00,?,HS-grad,9.00,Married-civ-spouse,?,Husband,White,Male,40.00,<=50K
40.00,Private,Assoc-voc,11.00,Separated,Sales,Not-in-family,Black,Male,44.00,<=50K
40.00,Private,Bachelors,13.00,Never-married,Exec-managerial,Not-in-family,White,Male,30.00,<=50K
18.00,Private,11th,7.00,Never-married,Sales,Own-child,White,Female,15.00,<=50K
57.00,Self-emp-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50.00,>50K
54.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40.00,>50K
44.00,Private,Bachelors,13.00,Divorced,Prof-specialty,Unmarried,White,Female,40.00,<=50K
20.00,Private,Some-college,10.00,Never-married,Sales,Not-in-family,White,Male,30.00,<=50K
40.00,Private,Some-college,10.00,Married-civ-spouse,Other-service,Wife,White,Female,40.00,<=50K
29.00,Private,Some-college,10.00,Never-married,Transport-moving,Unmarried,White,Male,40.00,<=50K
22.00,Private,Bachelors,13.00,Never-married,Adm-clerical,Not-in-family,White,Male,40.00,<=50K
45.00,Private,Some-college,10.00,Divorced,Sales,Own-child,White,Male,45.00,<=50K
52.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
51.00,Local-gov,HS-grad,9.00,Divorced,Protective-serv,Not-in-family,White,Male,40.00,<=50K
23.00,Private,Bachelors,13.00,Never-married,Sales,Own-child,Black,Male,10.00,<=50K
22.00,Private,Assoc-voc,11.00,Married-civ-spouse,Other-service,Husband,White,Male,44.00,<=50K
37.00,Private,Some-college,10.00,Divorced,Exec-managerial,Not-in-family,White,Female,40.00,>50K
58.00,Federal-gov,HS-grad,9.00,Divorced,Adm-clerical,Unmarried,Black,Female,40.00,<=50K
61.00,Private,10th,6.00,Widowed,Farming-fishing,Unmarried,White,Male,20.00,<=50K
30.00,Private,Masters,14.00,Never-married,Prof-specialty,Not-in-family,White,Female,45.00,<=50K
23.00,Private,Some-college,10.00,Never-married,Adm-clerical,Own-child,White,Female,40.00,<=50K
30.00,Private,10th,6.00,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,40.00,<=50K
